topic_0,topic_1,topic_2,topic_3,topic_4
0.0018797613090860506,0.5772565895087174,0.0019002126381360276,0.4170497162115471,0.001913720332513463
0.001191317271167766,0.9952279598468993,0.0011981738474091156,0.0011921641517186545,0.0011903848828052504
0.547258980449206,0.001152779989278732,0.0011505272413674357,0.4492782599412512,0.001159452378896599
0.5386626723349998,0.23657839919145024,0.0018981155246811127,0.220949115872975,0.0019116970758937864
0.0011895919290537164,0.5471033120965553,0.0011777891991783251,0.4493567636454556,0.0011725431297570051
0.004872080536691318,0.004813410280029298,0.004851391056844816,0.4847246576144756,0.5007384605119589
0.9959631233839684,0.0010161624669139723,0.001010951685084592,0.0010036684079234707,0.0010060940561095384
0.5648828086900286,0.0017835141526144885,0.0017904446917792662,0.4297600787748643,0.0017831536907132004
0.0008378044470802411,0.351381320574136,0.0008498121837133324,0.6460973089835251,0.0008337538115453635
0.4494125221489909,0.0012962000547257551,0.546711736261125,0.0012883435105775025,0.0012911980245807048
0.0013505685286428872,0.942248919895725,0.0013522863116601513,0.05369497059404581,0.0013532546699261466
0.012707433188145708,0.012675355693607468,0.9486178253906294,0.013132780404191035,0.012866605323426329
0.47773578409654954,0.15007249447851664,0.0011649350769589787,0.08855317233924628,0.28247361400872845
0.003720735866118623,0.21966854430396887,0.03827280777787152,0.0037000697497174637,0.7346378423023234
0.001684722299325479,0.0016770294966003622,0.0016815489147989694,0.32610927618872043,0.6688474231005548
0.7130346207254283,0.003217367996102126,0.1411179697667524,0.0032124967833458396,0.1394175447283713
0.9945102061508512,0.001367359340278634,0.0013597189000094671,0.0013775621114970802,0.0013851534973635946
0.00431396391511908,0.4400286805341411,0.004324468097529442,0.5470032331480835,0.004329654305126896
0.008735485018867069,0.008773520842334638,0.965006583909761,0.008743039925597891,0.008741370303439406
0.007439146207800877,0.007462273944175295,0.9701796155084452,0.007462399419112006,0.00745656492046665
0.001613283931901758,0.0016137621367724362,0.0015970746751079303,0.9935681371137872,0.001607742142430614
0.9947473332526773,0.0013207154316271612,0.0013216729498790741,0.001304163139614543,0.0013061152262018533
0.0015748363915015066,0.9936793391029662,0.0015677460253745413,0.0015928843369602524,0.0015851941431974097
0.001791825821751224,0.30977168597735794,0.0017843908287543705,0.4175600228164142,0.26909207455572226
0.994105929984919,0.0014699050459439952,0.0014677013418426914,0.001475582570662266,0.0014808810566319939
0.001662873244683712,0.47059326569471477,0.0016588971582378405,0.5244162575220327,0.0016687063803310428
0.001358897096675177,0.0013754601524652418,0.9945734084955872,0.0013427244320197882,0.0013495098232524198
0.5064812144787353,0.4907105971089906,0.0009353203260659861,0.0009370631445590607,0.0009358049416489276
0.0014913167875594234,0.001501922599169445,0.0015000319379954064,0.9940321534619031,0.0014745752133727109
0.38735991444995677,0.6086798566905736,0.0013263622928125385,0.0013157601172325657,0.00131810644942463
0.20843027374389086,0.3004656384135769,0.0013132610346211489,0.4136639410204214,0.07612688578748963
