pmid,year,title,abstract,text,char_len,word_len,score
41504035,2025,hAD-MSCs Ameliorated Psoriasis-Like Skin Inflammation by Inhibiting the Neutrophil Migration.,"Psoriasis is a chronic inflammatory skin disease driven by an abnormal immune response. Mesenchymal stem cells have strong immunomodulatory properties. Therefore, we investigated the therapeutic effects and underlying mechanisms of human adipose-derived mesenchymal stem cells (hAD-MSCs) in a psoriasis-like mouse model. A psoriasis-like mouse model was established and hAD-MSCs were administered via subcutaneous injection. Skin thickness was evaluated using hematoxylin and eosin (H&E) staining, and disease severity was assessed using the Psoriasis Area Severity Index (PASI). Neutrophil counts and Signal Transducer and Activator of Transcription 3 (STAT3) positive keratinocytes in the skin were evaluated by immunohistochemistry (IHC). Additionally, we evaluated the cytokine expression by quantitative PCR (q-PCR). hAD-MSCs significantly attenuated psoriasis-like skin inflammation. Neutrophil infiltration was markedly reduced in psoriatic lesions following hAD-MSC treatment. We found that hAD-MSCs inhibit neutrophil recruitment by lowering CXCL1 levels in the skin, which may be linked to reduced phosphorylation of STAT3. Our findings highlight the potential of hAD-MSCs as a potent therapeutic strategy for inhibiting neutrophil recruitment and ameliorating psoriasis-like inflammation.","hAD-MSCs Ameliorated Psoriasis-Like Skin Inflammation by Inhibiting the Neutrophil Migration. Psoriasis is a chronic inflammatory skin disease driven by an abnormal immune response. Mesenchymal stem cells have strong immunomodulatory properties. Therefore, we investigated the therapeutic effects and underlying mechanisms of human adipose-derived mesenchymal stem cells (hAD-MSCs) in a psoriasis-like mouse model. A psoriasis-like mouse model was established and hAD-MSCs were administered via subcutaneous injection. Skin thickness was evaluated using hematoxylin and eosin (H&E) staining, and disease severity was assessed using the Psoriasis Area Severity Index (PASI). Neutrophil counts and Signal Transducer and Activator of Transcription 3 (STAT3) positive keratinocytes in the skin were evaluated by immunohistochemistry (IHC). Additionally, we evaluated the cytokine expression by quantitative PCR (q-PCR). hAD-MSCs significantly attenuated psoriasis-like skin inflammation. Neutrophil infiltration was markedly reduced in psoriatic lesions following hAD-MSC treatment. We found that hAD-MSCs inhibit neutrophil recruitment by lowering CXCL1 levels in the skin, which may be linked to reduced phosphorylation of STAT3. Our findings highlight the potential of hAD-MSCs as a potent therapeutic strategy for inhibiting neutrophil recruitment and ameliorating psoriasis-like inflammation.",1393,177,0.7025415
41517378,2025,Unravelling the Mystery of Psoriasis Dermatitis (PsoDermatitis): A Practical Guide to Recognition and Management.,"Historically, psoriasis (Pso) and atopic dermatitis (AD) were considered mutually exclusive diseases due to their activation of opposing immune pathways-Th17 in Pso and Th2 in AD. However, growing clinical evidence and systematic reviews have challenged this dichotomy, demonstrating that both conditions can coexist in the same individual. This paper aims to provide an overview of the nomenclature, epidemiology, genetics, pathogenesis, and clinical features of coexistent psoriasis and atopic dermatitis, whether drug-induced or not. These conditions are also collectively referred to as ""PsoDermatitis"".","Unravelling the Mystery of Psoriasis Dermatitis (PsoDermatitis): A Practical Guide to Recognition and Management. Historically, psoriasis (Pso) and atopic dermatitis (AD) were considered mutually exclusive diseases due to their activation of opposing immune pathways-Th17 in Pso and Th2 in AD. However, growing clinical evidence and systematic reviews have challenged this dichotomy, demonstrating that both conditions can coexist in the same individual. This paper aims to provide an overview of the nomenclature, epidemiology, genetics, pathogenesis, and clinical features of coexistent psoriasis and atopic dermatitis, whether drug-induced or not. These conditions are also collectively referred to as ""PsoDermatitis"".",721,96,0.6968609
41436466,2025,Dynamic neutrophil-keratinocyte communication network centered on IL-36/TNFSF15 responses characterizes inflammatory responses in generalized pustular psoriasis.,"Generalized pustular psoriasis (GPP) is a severe subtype of psoriasis characterized by epidermal neutrophil infiltration, often presenting as acute, potentially life-threatening flares. However, the characterization of the immune micro-environment in GPP lesions remains largely unknown. Here, we use single-cell RNA profiling to interrogate the transcriptomes of 60,000 single cells from GPP lesional skin (n = 13) and healthy adult skin (n = 4), combined with spatial transcriptomics. We identify a neutrophil subset lacking CASP8 expression but exhibiting elevated levels of inflammatory pathway genes, including RIPK1, NFKB1, IL1B, CXCL1, and CXCL8 in GPP flares, illustrating neutrophil transition from pre-inflammatory to a pro-inflammatory state, and activation of a communication network between IL36G+ keratinocytes and neutrophils in GPP lesions, with TNFSF15 (TL1A) released from neutrophils exaggerating the inflammatory crosstalk. We further demonstrate that fibroblasts and capillary endothelial cells function as central communication hubs in GPP, through dynamic receptor-ligand interactions with several spatially proximate immune cells, including T cells, neutrophils, and macrophages. In this work, we provide an in-depth view of immune cell participation and highlight the role of neutrophil-keratinocyte crosstalk in GPP pathogenesis.","Dynamic neutrophil-keratinocyte communication network centered on IL-36/TNFSF15 responses characterizes inflammatory responses in generalized pustular psoriasis. Generalized pustular psoriasis (GPP) is a severe subtype of psoriasis characterized by epidermal neutrophil infiltration, often presenting as acute, potentially life-threatening flares. However, the characterization of the immune micro-environment in GPP lesions remains largely unknown. Here, we use single-cell RNA profiling to interrogate the transcriptomes of 60,000 single cells from GPP lesional skin (n = 13) and healthy adult skin (n = 4), combined with spatial transcriptomics. We identify a neutrophil subset lacking CASP8 expression but exhibiting elevated levels of inflammatory pathway genes, including RIPK1, NFKB1, IL1B, CXCL1, and CXCL8 in GPP flares, illustrating neutrophil transition from pre-inflammatory to a pro-inflammatory state, and activation of a communication network between IL36G+ keratinocytes and neutrophils in GPP lesions, with TNFSF15 (TL1A) released from neutrophils exaggerating the inflammatory crosstalk. We further demonstrate that fibroblasts and capillary endothelial cells function as central communication hubs in GPP, through dynamic receptor-ligand interactions with several spatially proximate immune cells, including T cells, neutrophils, and macrophages. In this work, we provide an in-depth view of immune cell participation and highlight the role of neutrophil-keratinocyte crosstalk in GPP pathogenesis.",1517,195,0.6936204
41428266,2025,Neuroimmune Crosstalk in Psoriasis: Mechanisms and Therapeutic Implications.,"Psoriasis is a chronic, immune-mediated inflammatory skin disorder characterized by keratinocyte hyperproliferation, dermal vascular remodeling, and dense immune cell infiltration. While the conventional immunopathological model emphasizes the IL-23/Th17 axis and aberrant T-cell responses, growing evidence highlights the central role of neuroimmune crosstalk in the initiation, amplification, and persistence of disease. This review systematically dissects the cellular and molecular mechanisms underpinning neuroimmune interactions in psoriasis, focusing on the dynamic interplay between peripheral nerve fibers, keratinocytes, and immune cells. Key neuropeptides—such as calcitonin gene-related peptide (CGRP), substance P (SP), nerve growth factor (NGF), and vasoactive intestinal peptide (VIP)/PACAP—emerge as critical mediators that activate proinflammatory signaling cascades and perpetuate a positive feedback loop involving IL-23, IL-17, and other cytokines. Concurrently, neurotransmitters including norepinephrine (NE), acetylcholine (ACh), and dopamine (DA) modulate dendritic cell activation, Th17 polarization, and epidermal inflammation via adrenergic, cholinergic, and dopaminergic pathways. Importantly, both central and peripheral nervous systems are implicated in neuroinflammatory sensitization, with IL-17 A, IL-1β, and TNF-α disrupting neuronal homeostasis and contributing to pruritus, pain, and stress-induced relapse. We further summarize emerging therapeutic strategies targeting the neuroimmune axis—such as TRPV1 antagonists, botulinum neurotoxins, NK1R inhibitors, and vagus nerve stimulation—which offer promising avenues for personalized and mechanism-based interventions. By reframing psoriasis as a neuroimmune disorder, this review provides new conceptual insights into disease heterogeneity and points toward innovative treatment paradigms.","Neuroimmune Crosstalk in Psoriasis: Mechanisms and Therapeutic Implications. Psoriasis is a chronic, immune-mediated inflammatory skin disorder characterized by keratinocyte hyperproliferation, dermal vascular remodeling, and dense immune cell infiltration. While the conventional immunopathological model emphasizes the IL-23/Th17 axis and aberrant T-cell responses, growing evidence highlights the central role of neuroimmune crosstalk in the initiation, amplification, and persistence of disease. This review systematically dissects the cellular and molecular mechanisms underpinning neuroimmune interactions in psoriasis, focusing on the dynamic interplay between peripheral nerve fibers, keratinocytes, and immune cells. Key neuropeptides—such as calcitonin gene-related peptide (CGRP), substance P (SP), nerve growth factor (NGF), and vasoactive intestinal peptide (VIP)/PACAP—emerge as critical mediators that activate proinflammatory signaling cascades and perpetuate a positive feedback loop involving IL-23, IL-17, and other cytokines. Concurrently, neurotransmitters including norepinephrine (NE), acetylcholine (ACh), and dopamine (DA) modulate dendritic cell activation, Th17 polarization, and epidermal inflammation via adrenergic, cholinergic, and dopaminergic pathways. Importantly, both central and peripheral nervous systems are implicated in neuroinflammatory sensitization, with IL-17 A, IL-1β, and TNF-α disrupting neuronal homeostasis and contributing to pruritus, pain, and stress-induced relapse. We further summarize emerging therapeutic strategies targeting the neuroimmune axis—such as TRPV1 antagonists, botulinum neurotoxins, NK1R inhibitors, and vagus nerve stimulation—which offer promising avenues for personalized and mechanism-based interventions. By reframing psoriasis as a neuroimmune disorder, this review provides new conceptual insights into disease heterogeneity and points toward innovative treatment paradigms.",1953,229,0.68323267
41479810,2025,"Immunological Antagonism Between Psoriasis and Atopic Dermatitis: Pathways, Clinical Implications, and Therapeutic Perspectives.","Targeted biologics have proven to be highly effective treatments for both psoriasis and atopic dermatitis; however, they may occasionally induce the onset of the opposite disease phenomenon known as paradoxical reaction. The underlying mechanisms of these reactions remain largely unclear. This review summarizes all currently reported cases of paradoxical reactions and integrates findings from recent sequencing studies to elucidate the latest progress in this field, raising new concerns for dermatologists regarding the long-term use of biological therapies.","Immunological Antagonism Between Psoriasis and Atopic Dermatitis: Pathways, Clinical Implications, and Therapeutic Perspectives. Targeted biologics have proven to be highly effective treatments for both psoriasis and atopic dermatitis; however, they may occasionally induce the onset of the opposite disease phenomenon known as paradoxical reaction. The underlying mechanisms of these reactions remain largely unclear. This review summarizes all currently reported cases of paradoxical reactions and integrates findings from recent sequencing studies to elucidate the latest progress in this field, raising new concerns for dermatologists regarding the long-term use of biological therapies.",691,90,0.6774141
